,title,description,publishtime,url,content,emotion,subjectivity
684,Trudeau reaches out to kids to talk about pandemic birthdays,Prime Minister Justin Trudeau spoke to reporters during a COVID-19 briefing in Ottawa on Friday.,2020-10-16T17:47:39.000Z,http://www.cbc.ca/player/play/1808030787819,Not Text Type,0.06203968253968254,0.3706507936507936
685,"Episode 480: Oscar villains, Lynn Beyak, coronavirus hospitals, Weinstein's lawyer, the creator of Comic Sans and more | CBC Radio","Predicting this year's biggest Oscar villains, a Métis comedian addresses Lynn Beyak, how China built two hospitals in two weeks in Wuhan, a profile of the woman defending Harvey Weinstein in court, Nigeria's burgeoning tech sector, the guy who created Comic Sans and more.",2020-02-07T05:00:00.000Z,http://www.cbc.ca/radio/day6/episode-480-oscar-villains-lynn-beyak-coronavirus-hospitals-weinstein-s-lawyer-the-creator-of-comic-sans-and-more-1.5456638,Not Text Type,0.0,1.0
689,Living under quarantine | CBC News,"Juliette Goodrich of KPIX-TV talks with the CBC's Reshmi Nair, on a day when nearly 180 Americans arrive from China under quarantine. They're at Travis AFB near Sacramento - in a scene that will become familiar to Canadians as Ottawa brings home its citizens from Wuhan.",2020-02-06T16:55:00.000Z,http://www.cbc.ca/news/living-under-quarantine-1.5454343,Not Text Type,0.12666666666666665,0.36333333333333334
690,Episode Search Results,,2020-01-27T06:25:29.000Z,http://www.cbc.ca/passionateeye/m_episodes/_search_results/37ac3d2b4c5df1a12a8b13fa10e36eef/,Not Text Type,0.0,1.0
691,How to not fall for misinformation about the new coronavirus | CBC News,"With the spread of the new coronavirus from China, misinformation about the illness is also going viral. Buzzfeed internet and disinformation reporter Jane Lytvynenko has made it her mission to debunk all the false rumours and videos on social media.",2020-01-27T05:00:00.000Z,http://www.cbc.ca/news/canada/toronto/programs/hereandnow/how-to-not-fall-for-misinformation-about-the-new-coronavirus-1.5442440,Not Text Type,0.0,1.0
692,Episode Search Results,,2020-01-27T03:21:13.000Z,http://www.cbc.ca/passionateeye/m_episodes/_search_noresults/61651616c35cc4f9928fa6ed35196fb1/,Not Text Type,0.07008291953144895,0.4489723919870978
693,Huawei sues U.S. over 'stonewalling' on Meng Wanzhou documents | CBC News,Huawei is suing multiple U.S. government agencies to try to force the release of documents the company believes could reveal political motivations behind the arrest of its chief financial officer Meng Wanzhou.,2020-11-04T09:00:00.000Z,http://www.cbc.ca/news/canada/british-columbia/huawei-meng-wanzhou-documents-suing-1.5788329,"Huawei is suing multiple U.S. government agencies to try to force the release of documents the company believes could reveal political motivations behind the arrest of its chief financial officer Meng Wanzhou.In a complaint filed last week in federal district court in Washington, D.C., the telecommunications giant accuses the Trump administration of ""stonewalling"" numerous freedom of information requests to 16 agencies, including the Federal Bureau of Investigation, the U.S. Department of Justice and the Department of Commerce.Huawei's lawyers say there are ""signs"" the U.S. wants to use criminal charges against the company and Meng ""to advance policy objectives unrelated to the evenhanded administration of criminal justice.""In addition to inter-agency documents, the lawsuit also seeks communications between the Department of Homeland Security, the Justice Department and ""certain Canadian authorities that participated in the investigation or arrest of Ms. Meng.""""These communications are primarily aimed at identifying communications that could indicate improper bases for the prosecution of [Huawei] and Ms. Meng,"" the lawsuit reads.The complaint goes on to list what Huawei claims are the reasons for Meng's extradition, including interfering with Huawei's ""dominance"" in the 5G wireless market and strengthening the U.S. position in trade negotiations with China.Meng was arrested on Dec. 1, 2018, after flying into Vancouver's airport on what was supposed to be a stopover on her way to Mexico City, with an ultimate destination of Argentina.Meng is the daughter of Huawei founder Ren Zhengfei.Both she and Huawei are charged with fraud for allegedly misleading HSBC about the company's control of a subsidiary accused of violating U.S. economic sanctions against Iran.HSBC had allegedly become concerned about the relationship after a series of Reuters articles detailing problems.Prosecutors say HSBC continued financing Huawei because of lies Meng allegedly told one of the bank's executives in a PowerPoint presentation in 2013. As a result, HSBC was allegedly placed at risk of loss and prosecution.The U.S. lawsuit aligns with efforts by Meng's Canadian defence team to have the extradition case tossed because of politicization and alleged violations of the 48-year-old's rights in the time leading up to her arrest.Meng's lawyers have cited comments made by U.S. President Donald Trump suggesting he would be willing to use her as a bargaining chip in a trade war with China.They have also accused Canadian authorities of conspiring to assist the FBI in its investigation by having Canada Border Services Agency officers use their extraordinary powers to question Meng for three hours without a lawyer before the RCMP arrested her.Police and border services officers will continue testimony in B.C. Supreme Court later this month about the details of Meng's customs examination and the seizure of her phones.Last week, a CBSA officer admitted to passing the code that unlocks both of Meng's phones to the RCMP by ""mistake.""Her lawyers have also accused the RCMP of giving detailed technical information from Meng's electronic devices to the FBI.The U.S. lawsuit claims Huawei made 12 requests more than a year ago under the U.S. Freedom of Information Act, but has received almost nothing back, despite an ""express requirement that agencies generally must act within 20 business days.""In addition to communications about Meng's arrest between Canada and the U.S. agencies, the company is also asking for communications about the indictment between the U.S. agencies and the White House.The lawsuit cites the global coverage of the B.C. court proceedings as justification for an expedited need for the documents in question ""on the ground that they involved matters of widespread and exceptional media interest in which there exist possible questions about the government's integrity which affect public confidence.""While it covers much of the same ground, the U.S. lawsuit is a separate matter to the extradition proceedings currently underway in B.C. Supreme Court.Huawei's U.S. lawyers are fighting the U.S. criminal charges against her and the company in New York. The U.S is arguing in B.C. that Meng should be sent to New York to stand trial. Meng's Canadian lawyers will have a chance in February to argue the alleged violations of her rights can only be remedied by staying the extradition proceedings.The CBSA and RCMP officers who have testified so far have denied any complicity and any improper information sharing with the FBI.The U.S. agencies named in the lawsuit have not yet filed any responses to it.Meng is currently living under a form of house arrest after being released on bail of $10 million. She wears a monitoring bracelet on her ankle as part of her bail conditions and is watched by private security guards around the clock.Meng has denied the allegations against her.",0.1432964257964258,0.5168997668997669
697,Nervous about your travel plans during coronavirus uncertainty? Insurance experts say refunds possible | CBC News,"Travellers nervous about globe-trotting during the novel coronavirus outbreak may be eligible to receive a refund for cancelling their travels, say insurance experts, but it depends on the destination, their insurance policy and other factors.",2020-02-09T00:03:26.000Z,http://www.cbc.ca/news/canada/british-columbia/how-to-get-a-refund-on-your-travel-plans-coronavirus-1.5457326,"Travellers nervous about globe-trotting during the novel coronavirus outbreak may be eligible to receive a refund for cancelling their travels, say insurance experts, but it depends on the destination, their insurance policy and other factors.""I think in any case of sort of an epidemic like this, it's really an evolving situation and every day is different, something new happens,'' said Joan Weir, director of health and disability policy for the Canadian Life and Health Insurance Association.CLHIA represents 99 per cent of the country's life and health insurance companies, according to its website.Travel insurers watch the unfolding situation very carefully, she said, and the association is frequently checking in with all its members about what they're experiencing.There are now more than 31,000 confirmed cases of coronavirus, which originated in Wuhan, China, according to the World Health Organization. The bulk of these are in China, where there have also been 637 deaths. Across 24 other countries, there are 270 confirmed cases and one death. There are five confirmed cases in Canada. The WHO declared the outbreak a global health emergency in late January. The Canadian government issued a Level 3 advisory for China, asking Canadians to avoid non-essential travel. There is only one higher level, which advises people to avoid all travel.The government recommends people avoid travelling to Hubei province, where Wuhan city is located. The province has recorded 22,112 of China's 31,211 coronavirus cases, according to the WHO. As soon as the Canadian government declares a Level 3 or 4 travel advisory, a person may cancel their upcoming trip and their insurance should cover any lost expenses, said Weir. ""You'd have to submit receipts,'' she said, but travellers should receive refunds for flights, hotels and other costs.<a href=""https://twitter.com/hashtag/China?src=hash&amp;ref_src=twsrc%5Etfw"">#China</a>: Most airlines have suspended or reduced flights to and from the country due to the <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> outbreak. If your presence in China isn’t essential, consider leaving by commercial means. <a href=""https://t.co/IgGcGyQkob"">https://t.co/IgGcGyQkob</a> <a href=""https://t.co/JOCAMF14fs"">pic.twitter.com/JOCAMF14fs</a>Trips booked before the government issues these advisories are often covered by travel insurance, said an emailed statement from insurance company RSA Canada.""Trips booked after this point are not eligible for medical coverage or trip cancellation/interruption coverage.''Allianz Global Assistance Canada — which declined to comment due to ""how quickly the current coronavirus is evolving and the changing advisories'' from Canada's government and others — posted a notice on its website about the outbreak, indicating booking timing mattered for coverage eligibility.People travelling to China whose trip cancellation benefits kick in if the government issues a Level 3 advisory would be eligible to submit a claim if they purchased insurance before Jan. 29, when the government issued its advisory, according to the statement.For those who do qualify, it doesn't matter whether their trip is next week or in six months, said Weir. However, the destination matters. While 24 countries have confirmed coronavirus cases, Canada's travel advisory applies only to China. That means a person who feels uncomfortable travelling to any of the other countries won't be able to get a refund for cancelling their trip, she said.That is, unless they purchased what's known as cancel-for-any-reason insurance, she said, which does exactly what the name implies.Those who haven't purchased any travel insurance may still be able to secure a refund, Weir noted, as many major credit cards offer some kind of coverage.""But it depends on which credit card you have and what the benefits are,'' she said. ""So it's good to know what your credit card covers for trip cancellation, for trip health, all that.''Watch Felicity Feng, a Montreal woman visiting her parents in Wuhan over the Lunar New Year holiday, talk about being caught up in the coronavirus outbreak.",0.06228831441095593,0.4136275150426095
698,Passenger with nose 'running like Niagara Falls' questions Canada's airport coronavirus screening | CBC News,"Massey Beveridge, a retired general surgeon, said he was ""waved"" through Pearson International Airport even after reporting his symptoms to a border services agent.",2020-01-31T09:00:00.000Z,http://www.cbc.ca/news/canada/toronto/airport-screening-coronavirus-canada-toronto-1.5446959,"A physician who said he developed ""a nasty cold with a cough and runny nose"" while on a flight from Hong Kong to Toronto is questioning whether there are adequate safeguards to prevent the spread of coronavirus in Canada.Massey Beveridge, a retired general surgeon, said he was ""waved"" through Pearson International Airport even after reporting his symptoms to a border services agent.""My nose is running like Niagara Falls, I'm coughing and feeling pretty miserable,"" Beveridge told CBC News.He says he explained his symptoms to the agent and that he was taken to a screened-off area with face masks and hand wash. ""The immigration officer came back a few minutes later and said, 'Here's a handout. You can call public health if you like',"" Beveridge added.""I figured there'd be some kind of public health person coming to interview me.""There are currently two confirmed coronavirus cases in Toronto, a husband and wife both in their 50s who recently travelled to Wuhan, China — the epicentre of the outbreak. A third case has also been confirmed in B.C.Ontario public health officials have repeatedly stressed that the risk of coronavirus infection in Canada is low. Evidence suggests transmission of the virus from person to person requires close contact, like the kind between immediate family members who live together, said Dr. David Williams, the province's chief medical officer, this week. Further, lessons from the 2003 SARS outbreak suggest many airport screening procedures are ineffective.Beveridge was returning to Canada from Cambodia but changed planes in Hong Kong after flying from Phnom Penh.He said he was anxious, even though he had not been anywhere near Wuhan. Cambodia has so far reported only one case of the coronavirus and it was travel-related. Additionally, given the concerns over the coronavirus in China and other Southeast Asian countries, he figured he'd better do something on his return to make sure he didn't spread whatever he had.""Nobody even took my temperature. And you know if we're really trying to keep this out of Canada, it seems that that was not a very thorough screening process,"" Beveridge said.The outbreak of the new coronavirus began last month in Wuhan, a city of 11 million people. The World Health Organization (WHO) says it has killed at least 213 people, all in China. More than 9,600 people globally have been infected, the vast majority in China, though cases have been confirmed in 19 other countries. Yesterday, WHO declared the emerging situation a public health emergency of international concern.CBC News reached out to the Greater Toronto Airports Authority (GTAA), the body that oversees Pearson, for comment. A spokesperson said the Public Health Agency of Canada (PHAC) is responsible for determining the response to coronavirus.Canada began implementing some enhanced screening measures for passengers on flights from China to Toronto, Montreal and Vancouver on Jan. 22. They include signs urging travellers to report flu-like symptoms, additional health-realted questions at kiosks and pamphlets with information about what people should do if their condition worsens.Watch infectious disease experts discuss why many enhanced screening measures are ineffective:The NationalDr. Theresa Tam, chief public health officer of Canada, said it's likely Beveridge was not screened because he was in Hong Kong only briefly and hadn't been to mainland China.""For the coronavirus, the enhanced border measures, on top of what we have as a foundation, is essentially providing the information on the screen and the kiosk questions and the referral to Canadian border service agents,"" Tam told CBC News.Tam said anyone who is sick should tell a border service agent.Frank Scarpitti, the mayor of Markham, 30 kilometres northeast of Toronto, says while he has great confidence in public health officials at the federal, provincial and local levels, he continues to press for the federal government to put in more enhanced screening at all Canadian airports.""I think it would just give Canadians a greater sense of confidence that that additional step is being taken,"" Scarpitti told CBC News.""It's not going to catch everyone but it's just another layer of screening, rather than just voluntary screening, and indicating where someone may have travelled.""Scarpitti also pointed to measures introduced at other major airports in New York City, San Francisco and Los Angeles that involve passengers from China being screened for symptoms.""You just have to look south of the border, the U.S. airports instituted that,"" he said.""Because of the number of airports that they have, they're actually redirecting passengers to the airports that have that technology,"" Scarpitti said.Global Affairs Canada said there are 196 Canadians currently seeking consular help to leave China, and Canada has secured a charter aircraft to bring home Canadians stranded in the affected region.",0.06588510286963896,0.4309334136653724
699,Dozens hold vigil in Vancouver to commemorate Tiananmen Square anniversary | CBC News,"It's been 31 years since thousands were killed and injured during the Chinese government crackdown at Beijing's Tiananmen Square, but vigils to commemorate the peaceful protest will look very different this year due to COVID-19.",2020-06-05T03:37:13.000Z,http://www.cbc.ca/news/canada/british-columbia/tiananmen-square-anniversary-commemorated-virtually-in-canada-due-to-covid-19-1.5599491,"Thursday marked 31 years since thousands were killed and injured during the Chinese government crackdown at Beijing's Tiananmen Square, but vigils to commemorate the peaceful protest looked very different this year due to COVID-19. Mabel Tung, chair of the Vancouver Society in Support of Democratic Movement, said this year her group is organizing a virtual commemoration.""Due to the current pandemic social distancing restrictions, a big gathering is not feasible now,"" Tung said. The virtual commemoration took place online at 6 p.m. PT Thursday, with participants encouraged to share photos of their candlelight vigil on social media. A small, physically distanced vigil was also planned for outside the Chinese consulate on Vancouver's Granville Street.The turnout was bigger than expected. Dozens lined the sidewalk outside the consulate at 9 p.m. PT, holding candles to commemorate those lost in 1989 and signs to support protests continuing in 2020.Lots of folks in Vancouver honking in support of people holding a candlelight ceremony in front of the Chinese Consulate to remember students and civilians killed in <a href=""https://twitter.com/hashtag/TiananmenSquare?src=hash&amp;ref_src=twsrc%5Etfw"">#TiananmenSquare</a> (there is also a person in dinosaur costume) <a href=""https://t.co/9TpBMkCQXh"">pic.twitter.com/9TpBMkCQXh</a>Tung expected there might be a larger crowd outside the consulate, especially given the climate in Hong Kong. There, authorities took the extraordinary move of cancelling the territory's annual candlelight vigil for the first time in 30 years. The move is part of an ongoing tightening of restrictions on the part of China in the face of massive pro-democracy protests and demonstrations.Watch anniversary vigils take place in Hong Kong:WorldDennis Kwok, a pro-democracy lawmaker affiliated with the Civic Party in Hong Kong, said tens of thousands of people still made it to Victoria Park to commemorate the event.""But despite the police ban, a lot of brave Hong Kong citizens still came out and expressed commemoration and hope for a democratic country,"" Kwok said. Kwok said with the incoming national security law, this year may mark the last year the Tiananmen Square anniversary is commemorated in Hong Kong. The events of 1989 are heavily censored in China, and the Chinese government has never apologized for the crackdown.He said it's chance to reflect on how hard pro-democracy protesters have worked to preserve the rights and freedoms they have had under the current ""one country, two systems"" system.""I want to tell my friends and family in Vancouver that they should really treasure the rights and freedoms that they have. It really is so precious. It is not something we can take for granted.""",0.0,0.36565306122448976
701,CBC Gem - The Passionate Eye - Dying for Help,"Suicide is the biggest killer of men under Fifty in the UK. Dying for Help asks why, and explores how new behavioural science can save people's lives.",2020-09-11T13:16:05.000Z,http://gem.cbc.ca/media/the-passionate-eye/season-1/episode-128/38e815a-0103454d042,Not Text Type,0.019618055555555552,0.3819444444444444
702,CBC Gem - CBC Music - The Intro - Alex Porat,"Alex Porat performs her songs ""happy for you"" and ""only hanging out cause I'm lonely"" and chats with CBC Music Mornings host Saroja Coelho.",2020-09-11T13:08:07.000Z,http://gem.cbc.ca/media/cbc-music-the-intro/season-1/episode-1/38e815a-0132064c1b7,Not Text Type,0.0711695075757576,0.3892133387445887
706,What you need to know about quarantine | CBC News,"As worry about COVID-19 continues to grow with the spread of the virus outside of China, many Canadians are starting to think about getting ready for worst case scenarios. Canada's health minister is even recommending people stock up on supplies such as food and medicine in case there's a need for a quarantine. And that got CBC's Blair Sanderson wondering about the power governments have to keep people isolated.",2020-03-13T04:00:00.000Z,http://www.cbc.ca/news/what-you-need-to-know-about-quarantine-1.5496978,Not Text Type,0.0065079365079365155,0.3315873015873017
707,"Big risk for new Ontario openings is 'complacency,' says infectious disease specialist",Dr. Isaac Bogoch urges sticking to the public health rules but says the country can still expect outbreaks even with vigilance.,2020-06-23T13:05:44.000Z,http://www.cbc.ca/player/play/1754867267596,Not Text Type,-0.09375,0.37005208333333334
710,"Canada does not have to 'justify' the Meng extradition decision, says foreign affairs minister","China’s Foreign Ministry is warning the Trudeau government that Canada’s relationship with the country could face what they call “continuous harm,” after a B.C. Supreme Court judge ruled that extradition proceedings against Meng Wanzhou should go-ahead. Foreign Affairs Minister François-Philippe Champagne told As It Happens that Canada does not have to ""justify"" the ruling.",2020-05-28T04:00:00.000Z,http://www.cbc.ca/player/play/1743563843656,Not Text Type,0.0,1.0
712,P.E.I. Chinese community raising money for doctors dealing with coronavirus outbreak | CBC News,Members of the Chinese community on Prince Edward Island are aiming to get thousands of dollars in medical supplies to the areas of China dealing with the recent coronavirus outbreak.,2020-02-07T23:39:55.000Z,http://www.cbc.ca/news/canada/prince-edward-island/pei-chinese-community-fundraising-feb-2020-1.5456540,"Members of the Chinese community on Prince Edward Island are aiming to get thousands of dollars in medical supplies to the areas of China dealing with the recent coronavirus outbreak.Fundraising efforts are being organized by the P.E.I. Chinese Canadian Association. There's one Islander who is friends with the head of a hospital in China's Hubei province — where Wuhan is. Another Islander is friends with the head of a group in the U.S. that's already shipped medical supplies to Chinese hospitals.It was through those connections that the P.E.I. Chinese Canadian Association learned about how much of a need there is for more medical supplies at Hubei hospitals and how to help get them there, said Paul Yin, head of the association, through interpreter Ally Guo.""In our Island, we do have friends with friends in Hubei. And they have direct contact with the hospitals. They have an urgent need for help. So that's why we decided to start this fundraiser,"" Yin said.There have been no confirmed cases of coronavirus on Prince Edward Island and seven in Canada.The live map tracking the outbreak on the World Health Organization website said China had 31,424 confirmed cases and 638 deaths as of Friday evening.The association is accepting e-transfers to purchase medical equipment.Even members of the Canadian Chinese community who lived on P.E.I. for a period before moving to another province are chipping in.""It's not just P.E.I., it's residents who were here before and also want to donate,"" Yin said.Yin said in particular, the doctors and nurses are lacking protective gear like suits, masks and glasses and that it's important doctors and nurses stay healthy in order to help other people.""There's a huge demand for the masks and everything.""""The Chinese government, they are doing a lot of purchases and activities to prevent this outbreak, but the numbers are too big,"" Yin said.""They might not be able to do all the things. And it's Chinese New Year festival time and a lot of factories in China that produce this equipment are on holiday.""Yin just returned from another, less affected area of China a few days ago, and while he feels fine he's staying inside his home, away from the public for two weeks as a precaution.However, since Yin has gotten back to the Island he's been busy online putting out the call to P.E.I.'s Chinese community for donations.In an email to CBC, P.E.I.'s Chief Public Health Office said the policy for those returning from China changed Thursday.Those who have travelled to Canada from Hubei province — which includes Wuhan — should voluntarily self-isolate for 14 days, staying at home and not going to school or work. This does not apply to people returning from other parts of China. Those travellers are being asked to monitor themselves and their children for 14 days — and call 811 if they develop symptoms such as fever, coughing or difficulty breathing.Yin is getting help in his fundraising efforts from volunteers like Guo, Yin's interpreter during his interview with CBC.Guo was born in Shanghai, but has lived on P.E.I. for the last five years. She runs a Chinese social media website aimed at bridging the gap between the Chinese community and other Islanders.In just three days, about 140 people have donated more than $15,000 and it will all go to that non-profit group in the U.S. to buy supplies and ship them to three hospitals in Hubei, Guo said.""We have seen their materials, like who do they buy from, who do they deliver to, and with the evidence that they've already delivered equipment to the hospitals with photos and everything, we believe they can do so,"" she said.Guo said the money raised so far is enough to provide a week's worth of protective gear for about 200 doctors and nurses, but she hopes they can at least double that amount.""Every day they need a lot of equipment. They don't have so many supplies just because the population there is so many,"" Guo said.""They have to protect themselves.""Guo said the group will continue to raise money for medical equipment in China for as long as it is needed. This year, P.E.I.'s Chinese New Year's gala was moved from early March to mid-March to give those trying to get back to the Island time to do so, Guo said.That gala is also becoming a charity event this year. Money raised  will go toward helping those dealing with the coronavirus outbreak, Guo said.",0.09435876623376624,0.2879599567099568
720,"CBC Nova Scotia News December 03, 2020",The only daily TV news package to focus on Nova Scotians and their stories,2020-12-03T22:00:00.000Z,http://www.cbc.ca/player/play/1827404355759,Not Text Type,0.014053426248548188,0.519541231126597
724,How one Italian town managed to stop the coronavirus in its tracks | CBC Radio,"At the beginning of the Coronavirus pandemic, the small Italian city of Vò had a dubious honour of being the site of the county's first COVID-19 death. Now it's a beacon of hope for the world.",2020-03-24T21:31:42.000Z,http://www.cbc.ca/radio/asithappens/as-it-happens-tuesday-edition-1.5508052/how-one-italian-town-managed-to-stop-the-coronavirus-in-its-tracks-1.5508059,"TranscriptAt the beginning of the coronavirus pandemic, the small Italian city of Vò had the dubious honour of being the site of the county's first COVID-19 death.Since then, Italy has seen more fatalities than any other country, with latest figures showing that 6,820 people have died from the infection in barely a month. The total number of confirmed cases hit 69,176 on Tuesday.But Vò has become a beacon of hope. Doctors there have been able to stop the spread of the coronavirus that causes COVID-19, and their work has become a model for other communities struggling to contain it""We managed to eradicate coronavirus from Vò, achieving a 100 per cent recovery rate for those previously infected while recording no further cases of transmission,"" Italian health officials Antonio Cassone and Andrea Crisanti wrote in the Guardian newspaper. Crisanti, a professor of microbiology at the University of Padua who led the experiment, spoke to As It Happens host Carol Off. Here is part of their conversation.What is the situation in Vò? Is the virus still contained there?Yes. The good news is that we haven't had new cases in Vò since we did the last survey. There was one case, but it was a relative of an infected person that was living in the same household. So that's quite, let's say, expected that these people are at very high risk. You're surrounded by parts of Italy that had a drastic infection. So how did you do it? What is the secret that Vò had that the others didn't?The secret is that, first of all, Vò was the first place where the epidemic started. And on that occasion, the city was locked down, and everybody was tested. So what happened [was] we could identify from the very beginning all those that were in the position to transmit the disease to others. They were isolated. Then nine days after, we did a second survey. We identified another eight people that were all asymptomatic. And then we put them in isolation as well.So what's different between what you're doing and what, say, we're doing here or other places are doing? We're having a lot of ... isolation [and] places are locking down. They are not testing everybody that's in that locked-down place. And so, how important was that testing to the success that you've had?We believe that that was crucial because we could identify all the people with the potential to transmit. They were isolated. And, in principle, they couldn't transmit the disease to others. Now, if you do only the lockdown, [that] can not necessarily lead to complete suppression of the disease. I want to draw a comparison. If you remember the Diamond Princess. They started with few cases. They did the tests only to those [who] were symptomatic. So you develop a symptom, you test positive, you were taken out of the ship. But day by day, cases, if you remember, they increased up to more than 700. So in this way, they couldn't stop the disease. That couldn't stop the disease in spite of the fact that they were isolated, they were kind of quarantined. And the reason why they couldn't stop it is because the ship was full of asymptomatic people that [were] spreading the virus. This is a very interesting comparison, because on one hand, you have a community of 3,000 people living in a small village, which was locked down. On another hand, you have a ship with a community, again, about 3,000 people, which was locked down. [When you started this in February], the protocol was that you tested people only if they … were returning from a foreign place, or from China, or if they had symptoms. ... You ignored that and went to everybody.Yeah, we ignored that because we weren't convinced that the disease was transmitted only by symptomatic individuals. We found this quite implausible. And so this is the reason why we tested everybody.You're talking about a town, Vò, of 3,000 people. Is it possible to turn that model, to do what you did in Vò, to a much larger population? Entire regions of Italy, or regions of Canada? What has been done in Vò, it proved to be extremely effective at the beginning of the infection. So if you have a cluster of cases, then the best thing to do is to lock down the place, stand still, and test everybody. Especially at the beginning of the infection, that's the best thing you can do.Now, when the epidemic is more widespread, then ... you have to combine several measures. Because at that point, you fight on several fronts. You have to deal with people that are healed. You need to have a hospital resuscitation unit. You need to implement quarantine, which unfortunately can never be 100 per cent because people have to go out to buy food, to buy medicines.But if you do active surveillance, let's say, around the people that are present with symptoms, rather than leaving them home and making no tests, I think what you should do [is] go home to their place, make the test, make the test to the relatives, make the test to friends and family, and to the neighborhood. If you do this systematically, you can then beat the disease. If you could give some advice to us in Canada from the mistakes and the learnings that you had in Italy, what would you tell us?I would suggest you do not underestimate. You act aggressively around each single case and cluster. If you have a couple of cases in a condo, you lock down the entire condo and you test everybody. If you have a few cases in a neighborhood, then you lock down the neighborhood, and you test everybody.That's the way to do it. Written by Sheena Goodyear with files from Reuters. Interview produced by Chris Harbord. Q&A has been edited for length and clarity.",0.027329985905567292,0.37315094466257254
729,The world could face a 2nd wave of COVID-19: Here's what Canada needs to do now to prepare | CBC News,"Countries must prepare for a second wave of the COVID-19 outbreak to emerge once social distancing measures are eased, and they should only lift those measures gradually, infectious disease experts say. Here's what you need to know about a potential second wave and what Canada can do to minimize the impact.",2020-03-24T08:00:38.000Z,http://www.cbc.ca/news/health/canada-covid-19-second-wave-1.5507522,"Canada and other countries must prepare for a second wave of the COVID-19 outbreak to emerge once social distancing measures are eased, and they should only lift those measures gradually, infectious disease experts say.A second wave of an outbreak is an increase in infections that occurs after a sustained period of time when there are no — or very few — new cases of that illness, said Dr. Isaac Bogoch, a Toronto General Hospital Research Institute clinical investigator, who specializes in infectious diseases.""Essentially, what we have now is physical distancing measures in place as one of a multi-pronged approach to curb the Canadian epidemic,"" said Bogoch. ""Now, of course, we cannot sustain these physical distancing measures for an infinite period of time.… They're tough on the individual level, they're tough for communities, they're tough for businesses, tough for kids.""The good news is that Canada has the opportunity to learn from countries where the epidemic started months earlier by observing how public health measures in those places work to keep the case load from bubbling up again once people start to emerge from their homes and go about business as usual, he said.Places in East Asia are facing a second wave of the virus now. For instance, on Friday, Hong Kong recorded its biggest daily jump in cases since the pandemic started, though mostly connected to infected travellers, who are returning from abroad after being prevented from going home before.Dr. Theresa Tam, Canada's chief public health officer, warned last week that ""this virus is going to be with us for some time. It will not be eradicated from the world in months.""""We will need to be prepared for another wave, potentially.""Like Hong Kong, Singapore and Taiwan, Canada will also experience its own second wave after seeing initial success containing the virus through the social distancing measures currently in place, Bogoch believes.""When we start to lift those measures in the months down the line, are we going to start to see a rebound of the virus? The answer is most certainly yes. We probably will see, to some extent, a greater number of cases as people mingle again as life slowly returns to normal.""Several modelling studies have been conducted to explore how effective social distancing is at dampening disease spread, said Bogoch, and almost all show that when the reins are eventually loosened, cases will tick up again.But he said there are steps we can take to minimize the extent of a second wave.""The hope is that we can slowly lift these measures, rather than have them completely lifted, and we can control the rebound of the virus such that it does not cause a situation where we overwhelm our health-care system and negate everything that we've done for the past few months.""The key will be to change social distancing policies ""very slowly and carefully,"" he said.Eleanor Fish, a professor of immunology at the University of Toronto whose research group conducted treatment studies during the 2003 outbreak of SARS in Toronto, said a true second wave of an outbreak involves new community transmissions, not just sick returning travellers who are swiftly moved into quarantine.She said countries like China, where new cases are also travel-related, could face a second round of the outbreak but are ""nowhere near"" that territory yet.Fish also said she believes a second wave is ""unlikely to happen here.""""We haven't locked down our borders to Canadians. So any of those who might want to return, are returning. We're asking them to self-isolate for 14 days."" That means Canada is less likely than other countries who shut their borders to citizens to have cases shoot up again upon their return.Fish said she's optimistic that the government is listening to the scientific community and learning from places, like Italy, by preparing for a surge of severe cases by doing things like securing more ventilators. She also said she was buoyed by progress of research groups testing various forms of treatment.""The public needs to be reassured that there's a lot coming up that's going to be very positive.""Jason Kindrachuk, an assistant professor at the University of Manitoba's department of medical microbiology, said that during the 1918 Spanish flu pandemic, there was both a second wave and a small third wave of the outbreak.But he said Canada can prepare now for a second wave of COVID-19 illnesses in a number of different ways.It can improve the supply of personal protective equipment for front-line health-care workers, as well as the materials needed for testing, both of which have already been a challenge in the first phase of the epidemic, said Kindrachuk, who holds a Canada Research Chair in emerging viruses.And although little is known yet about the seasonality of the virus and how much immunity people will have after recovering from the illness, Canada can look to the nations that are months ahead of it in the progression of the pandemic.""We can learn from what those countries do in terms of when they start reducing the requirements for social distancing to help guide our own procedures and time frame for doing that so we don't see spikes in increased transmission.""The true long-term strategy, said Bogoch, is the creation of an effective vaccination, ""which we know is more than a year away.""""But for now, we just have to put up with the physical distancing measures.""",0.14131019639494213,0.38655501748722076
730,CBC Gem - Line of Duty - Episode 1,"When another young woman is abducted, Roz is on the scene to track down and charge a 24-year-old man. But doubts around the young man’s guilt lead the chief forensic investigator to AC-12.",2020-09-04T13:35:06.000Z,http://gem.cbc.ca/media/line-of-duty/season-4/episode-1/38e815a-012d17b0776,Not Text Type,-0.017551344004832378,0.4454822309473473
